"Time","Value"
2020-06-06 16:32:30,2374.2200000000003
2020-06-06 16:32:45,2467.98
2020-06-06 16:33:00,2917.7438032760656
2020-06-06 16:33:15,3482.74
2020-06-06 16:33:30,4066.0240023199535
2020-06-06 16:33:45,4354.7
2020-06-06 16:34:00,4372.2
2020-06-06 16:34:15,4408.12
2020-06-06 16:34:30,4226.6452409452195
2020-06-06 16:34:45,4189.26
2020-06-06 16:35:00,4241.16
2020-06-06 16:35:15,4316.4226067065065
2020-06-06 16:35:30,4470.799999999999
2020-06-06 16:35:45,4435.24
2020-06-06 16:36:00,4435.820570411408
2020-06-06 16:36:15,4424.079873602528
2020-06-06 16:36:30,4398.459999999999
2020-06-06 16:36:45,4266.44
2020-06-06 16:37:00,4252.419220784415
2020-06-06 16:37:15,4279.379999999999
2020-06-06 16:37:30,4409.074997700046
2020-06-06 16:37:45,4466.6
2020-06-06 16:38:00,4508.86
2020-06-06 16:38:15,4466.139999999999
2020-06-06 16:38:30,4458.5
2020-06-06 16:38:45,4411.1854425088495
2020-06-06 16:39:00,4407.9
2020-06-06 16:39:15,4399.139972800544
2020-06-06 16:39:30,4222.879848803023
2020-06-06 16:39:45,4002.3597216055673
2020-06-06 16:40:00,4010.8199999999997
2020-06-06 16:40:15,4118.304932904354
2020-06-06 16:40:30,4376.240457609152
2020-06-06 16:40:45,4394.719999999999
2020-06-06 16:41:00,4237.039725994519
2020-06-06 16:41:15,4042.18
2020-06-06 16:41:30,3480.1800000000003
2020-06-06 16:41:45,3438.555661323374
2020-06-06 16:42:00,3211.96
2020-06-06 16:42:15,3252.5999999999995
2020-06-06 16:42:30,3733.2311938238763
2020-06-06 16:42:45,3717.7599999999998
2020-06-06 16:43:00,3577.7799999999997
2020-06-06 16:43:15,3004.86
2020-06-06 16:43:30,2447.50546450929
2020-06-06 16:43:45,2519.26
2020-06-06 16:44:00,2496.64
2020-06-06 16:44:15,2456.56
2020-06-06 16:44:30,2345.4166156676865
2020-06-06 16:44:45,2362.5035652713054
2020-06-06 16:45:00,2422.6000000000004
2020-06-06 16:45:15,2435.368066161323
2020-06-06 16:45:30,3033.7040791129534
2020-06-06 16:45:45,3532.42
2020-06-06 16:46:00,4071.62
2020-06-06 16:46:15,4404.4
2020-06-06 16:46:30,4475.039999999999
2020-06-06 16:46:45,4389.0599999999995
2020-06-06 16:47:00,4453.774503709926
2020-06-06 16:47:15,4421.5
2020-06-06 16:47:30,4446.74
2020-06-06 16:47:45,4344.2
2020-06-06 16:48:00,4322.299999999999
2020-06-06 16:48:15,4335.82
2020-06-06 16:48:30,4376.3
2020-06-06 16:48:45,4444.719999999999
2020-06-06 16:49:00,4452.1
2020-06-06 16:49:15,4407.459999999999
2020-06-06 16:49:30,4361.099999999999
2020-06-06 16:49:45,3966.9
2020-06-06 16:50:00,4004.340026799464
2020-06-06 16:50:15,3957.3599999999997
2020-06-06 16:50:30,4155.82
2020-06-06 16:50:45,4340.959644392888
2020-06-06 16:51:00,4472.299408811824
2020-06-06 16:51:15,4581.0199999999995
2020-06-06 16:51:30,4591
2020-06-06 16:51:45,4494.157997603897
2020-06-06 16:52:00,4402.54
2020-06-06 16:52:15,3456.2008992768806
2020-06-06 16:52:30,2270.8509239894015

