"Time","Value"
2020-06-06 21:19:00,823.7199999999999
2020-06-06 21:19:15,825.7910066201323
2020-06-06 21:19:30,825.2544877102457
2020-06-06 21:19:45,816.8544289114218
2020-06-06 21:20:00,846.0506522130441
2020-06-06 21:20:15,891.7142149157016
2020-06-06 21:20:30,1010.6295813916279
2020-06-06 21:20:45,1078.2292074158515
2020-06-06 21:21:00,1129.8
2020-06-06 21:21:15,1142.94
2020-06-06 21:21:30,1132.6851579399222
2020-06-06 21:21:45,1143.140231829864
2020-06-06 21:22:00,1134.3513766275325
2020-06-06 21:22:15,1125.3345269094616
2020-06-06 21:22:30,1131.18
2020-06-06 21:22:45,1117.3744401111976
2020-06-06 21:23:00,1134.9316758335167
2020-06-06 21:23:15,1136.2801570334082
2020-06-06 21:23:30,1138.5796062323438
2020-06-06 21:23:45,1133.2655549110982
2020-06-06 21:24:00,1124.394537709246
2020-06-06 21:24:15,1125.8455309106182
2020-06-06 21:24:30,1120.4344369112616
2020-06-06 21:24:45,1118.6856113122262
2020-06-06 21:25:00,1125.7713710274206
2020-06-06 21:25:15,1122.980170626208
2020-06-06 21:25:30,1121.7199999999998
2020-06-06 21:25:45,1113.1254897097942
2020-06-06 21:26:00,1118.6254717094341
2020-06-06 21:26:15,1108.5486102277955
2020-06-06 21:26:30,1081.7432779344413
2020-06-06 21:26:45,1052.165353707074
2020-06-06 21:27:00,1060.8768731374628
2020-06-06 21:27:15,1099.48
2020-06-06 21:27:30,1126.734301313974
2020-06-06 21:27:45,1119.9945453090936
2020-06-06 21:28:00,1093.55541249175
2020-06-06 21:28:15,934.5224428488568
2020-06-06 21:28:30,767.657670046599
2020-06-06 21:28:45,640.8387860242796
2020-06-06 21:29:00,582.3199999999999
2020-06-06 21:29:15,676.9
2020-06-06 21:29:30,843.842204044081
2020-06-06 21:29:45,1001.72
2020-06-06 21:30:00,1096.24
2020-06-06 21:30:15,1021.28
2020-06-06 21:30:30,896.2728985420291
2020-06-06 21:30:45,842.780015421792
2020-06-06 21:31:00,836.84
2020-06-06 21:31:15,850.1600000000001
2020-06-06 21:31:30,851.8256041120821
2020-06-06 21:31:45,851.8343701125978
2020-06-06 21:32:00,858.1944045119097
2020-06-06 21:32:15,856.3545273131818
2020-06-06 21:32:30,944.3141969160616
2020-06-06 21:32:45,999.4484717694354
2020-06-06 21:33:00,1121.6456149122982
2020-06-06 21:33:15,1138.1547619419498
2020-06-06 21:33:30,1136.5143657126857
2020-06-06 21:33:45,1124.6855637112742
2020-06-06 21:34:00,1126.96
2020-06-06 21:34:15,1143.6454817096342
2020-06-06 21:34:30,1157.8454945098902
2020-06-06 21:34:45,1160.6997726248399
2020-06-06 21:35:00,1151.465582111642
2020-06-06 21:35:15,1144.1455577111542
2020-06-06 21:35:30,1150.0656081121622
2020-06-06 21:35:45,1151.9456145122901
2020-06-06 21:36:00,1165.26
2020-06-06 21:36:15,1167.5657665153303
2020-06-06 21:36:30,1166.0141861162776
2020-06-06 21:36:45,1077.6599999999999
2020-06-06 21:37:00,1075.04
2020-06-06 21:37:15,1073.3400000000001
2020-06-06 21:37:30,1122.1941561168776
2020-06-06 21:37:45,1151.04
2020-06-06 21:38:00,1145.9
2020-06-06 21:38:15,1136.980383428528
2020-06-06 21:38:30,1147.1799999999998
2020-06-06 21:38:45,1150.2057501150023
2020-06-06 21:39:00,1145.94574651493

