"Time","0","1","2"
2020-06-07 15:41:00,0,454.88,
2020-06-07 15:41:15,0,449.1,
2020-06-07 15:41:30,48.76,442.97999999999996,
2020-06-07 15:41:45,237.44,448.03999999999996,
2020-06-07 15:42:00,513.0799999999999,454.26,
2020-06-07 15:42:15,729.3306485870282,453.9,
2020-06-07 15:42:30,813.3199999999999,450.2,
2020-06-07 15:42:45,809.5,445.76,
2020-06-07 15:43:00,809.7905918118363,452.02000000000004,
2020-06-07 15:43:15,800.54,454,
2020-06-07 15:43:30,789.44,453.03999999999996,
2020-06-07 15:43:45,788.4799999999999,498.71999999999997,
2020-06-07 15:44:00,800.9200000000001,692.94,
2020-06-07 15:44:15,803.64,797.04,
2020-06-07 15:44:30,801.5,972.56,
2020-06-07 15:44:45,797.8599999999999,979.3896366072679,
2020-06-07 15:45:00,789,1009.7,
2020-06-07 15:45:15,796.24,1000.26,
2020-06-07 15:45:30,791.06,986.6104730094601,
2020-06-07 15:45:45,786.48,987.5999999999999,
2020-06-07 15:46:00,788.98,990.0799999999999,
2020-06-07 15:46:15,788.1199999999999,995.5,
2020-06-07 15:46:30,791.5,1005.88,
2020-06-07 15:46:45,793.6999999999999,997.74,
2020-06-07 15:47:00,789.1199999999999,997.1400000000001,
2020-06-07 15:47:15,795.28,991.9200000000001,
2020-06-07 15:47:30,802.3399999999999,987.66,
2020-06-07 15:47:45,808.96,987,
2020-06-07 15:48:00,804.04,984,
2020-06-07 15:48:15,802.9599999999999,989.0504646092922,
2020-06-07 15:48:30,796.3399999999999,974.6399999999999,
2020-06-07 15:48:45,797.38,986.52,
2020-06-07 15:49:00,801.04,994.64,
2020-06-07 15:49:15,796.3399999999999,992.64,
2020-06-07 15:49:30,800.54,867.3,
2020-06-07 15:49:45,803.66,780.06,
2020-06-07 15:50:00,798.8199999999999,742.64,
2020-06-07 15:50:15,791.3,779.7399999999999,
2020-06-07 15:50:30,783.98,987.4200000000001,
2020-06-07 15:50:45,788.8599999999999,1060.6599999999999,
2020-06-07 15:51:00,800.22,1073.62,
2020-06-07 15:51:15,799.8199999999999,1073.9,
2020-06-07 15:51:30,703.24,1052.02,
2020-06-07 15:51:45,493.48,1043.84,
2020-06-07 15:52:00,232.24,1029.1799999999998,
2020-06-07 15:52:15,16.299999999999997,1026.56,
2020-06-07 15:52:30,0,1030.1204247830087,
2020-06-07 15:52:45,0,1024.8,
2020-06-07 15:53:00,0,1033.46,
2020-06-07 15:53:15,0,1029.94,
2020-06-07 15:53:30,0,1020.12,
2020-06-07 15:53:45,13.6,933.9200000000001,
2020-06-07 15:54:00,208.4,723.66,
2020-06-07 15:54:15,511.5799999999999,610.4999999999999,
2020-06-07 15:54:30,808.74,489.1,
2020-06-07 15:54:45,1028.74,485.73999999999995,
2020-06-07 15:55:00,1029.62,484.03999999999996,
2020-06-07 15:55:15,1032.1,484.97999999999996,
2020-06-07 15:55:30,1024.12,481.96,
2020-06-07 15:55:45,1029.52,486.32,
2020-06-07 15:56:00,1020.6199999999999,482.9,
2020-06-07 15:56:15,1007.6599999999999,481.73999999999995,
2020-06-07 15:56:30,1015.48,480.73999999999995,
2020-06-07 15:56:45,1017.6999999999999,485.1,
2020-06-07 15:57:00,1027.96,488.43999999999994,
2020-06-07 15:57:15,1026.98,489.2,
2020-06-07 15:57:30,1023.72,486.2,
2020-06-07 15:57:45,1034.52,481.56,
2020-06-07 15:58:00,1032.9295730085398,488.62,
2020-06-07 15:58:15,1029.8799999999999,487.71999999999997,
2020-06-07 15:58:30,1022.3199999999999,666.18,
2020-06-07 15:58:45,1015.310341806836,769.1999999999999,
2020-06-07 15:59:00,1011,982.26,
2020-06-07 15:59:15,1010.6999999999999,1022.0999999999999,
2020-06-07 15:59:30,1009.54,1025.26,
2020-06-07 15:59:45,1002.3599999999999,964.56,
2020-06-07 16:00:00,1005.1800000000001,810.0999999999999,
2020-06-07 16:00:15,1020.3599999999999,804.5799999999999,
2020-06-07 16:00:30,1026.28,860.08,
2020-06-07 16:00:45,1021.5799999999999,961.3599999999999,
2020-06-07 16:01:00,1023.0799999999999,1027.12,
2020-06-07 16:01:15,1016.02,1033.48,
2020-06-07 16:01:30,1018.3199999999999,1010.48,
2020-06-07 16:01:45,1019.6199999999999,998.2,
2020-06-07 16:02:00,1015.9799999999998,1001.9,
2020-06-07 16:02:15,1021.1599999999999,1000.6199999999999,
2020-06-07 16:02:30,1022.2599999999999,992.52,
2020-06-07 16:02:45,1019.92,974.8599999999999,
2020-06-07 16:03:00,1006.76,969.78,
2020-06-07 16:03:15,1015.28,971.8399999999999,
2020-06-07 16:03:30,1016.78,978.98,
2020-06-07 16:03:45,992.5,976.3496002079958,
2020-06-07 16:04:00,762.8599999999999,991.9000000000001,
2020-06-07 16:04:15,455.1,989.1199999999999,
2020-06-07 16:04:30,188.04,978.3704954099082,
2020-06-07 16:04:45,0,967.8999999999999,
2020-06-07 16:05:00,0,966.7,
2020-06-07 16:05:15,0,964.14,
2020-06-07 16:05:30,0,973.78,
2020-06-07 16:05:45,13.84,974.82,
2020-06-07 16:06:00,197.17999999999998,991.26,
2020-06-07 16:06:15,382.29999999999995,988.3399999999999,
2020-06-07 16:06:30,496.6702716666666,758.2536322222222,
2020-06-07 16:06:45,426.1920419444444,519.7075525,
2020-06-07 16:07:00,294.46063666666663,141.02663750000002,
2020-06-07 16:07:15,,12.524253333333332,

