"Time","Value"
2020-06-06 17:39:00,1200.68
2020-06-06 17:39:15,1209.1399999999999
2020-06-06 17:39:30,1119.04
2020-06-06 17:39:45,970.6199999999999
2020-06-06 17:40:00,1129.8204060081202
2020-06-06 17:40:15,1265.1
2020-06-06 17:40:30,1428.76
2020-06-06 17:40:45,1375.62
2020-06-06 17:41:00,1379.84
2020-06-06 17:41:15,1433.64
2020-06-06 17:41:30,1414.68
2020-06-06 17:41:45,1343.1599999999996
2020-06-06 17:42:00,1450.2399999999998
2020-06-06 17:42:15,1703.1399999999999
2020-06-06 17:42:30,1793.12
2020-06-06 17:42:45,1813.5
2020-06-06 17:43:00,1772.389985400292
2020-06-06 17:43:15,1805.1
2020-06-06 17:43:30,1765.56
2020-06-06 17:43:45,1752.2091377827555
2020-06-06 17:44:00,1723.94
2020-06-06 17:44:15,1751.4999999999998
2020-06-06 17:44:30,1765.45009899802
2020-06-06 17:44:45,1791.92
2020-06-06 17:45:00,1806.54
2020-06-06 17:45:15,1712.709794195884
2020-06-06 17:45:30,1673.76
2020-06-06 17:45:45,1750.86
2020-06-06 17:46:00,1865.6000000000001
2020-06-06 17:46:15,1810.62
2020-06-06 17:46:30,1855.5
2020-06-06 17:46:45,1849.8
2020-06-06 17:47:00,1835.04
2020-06-06 17:47:15,1785.1799999999998
2020-06-06 17:47:30,1855.82
2020-06-06 17:47:45,1774.3
2020-06-06 17:48:00,1805.7600000000002
2020-06-06 17:48:15,1832.7680597611952
2020-06-06 17:48:30,1575.1599999999999
2020-06-06 17:48:45,1564.2999999999997
2020-06-06 17:49:00,1566.98
2020-06-06 17:49:15,1649.52
2020-06-06 17:49:30,1797.269966200676
2020-06-06 17:49:45,1767.1399999999999
2020-06-06 17:50:00,1565.4106134122683
2020-06-06 17:50:15,1373.5306894137882
2020-06-06 17:50:30,1262.48
2020-06-06 17:50:45,1371.9
2020-06-06 17:51:00,1597.82
2020-06-06 17:51:15,1618.3799999999999
2020-06-06 17:51:30,1816.76
2020-06-06 17:51:45,1728.5
2020-06-06 17:52:00,1681.2599999999998
2020-06-06 17:52:15,1377.98
2020-06-06 17:52:30,1329.7599999999998
2020-06-06 17:52:45,1398.48
2020-06-06 17:53:00,1364.7
2020-06-06 17:53:15,1315.8999999999999
2020-06-06 17:53:30,1306.22
2020-06-06 17:53:45,1329.7399999999998
2020-06-06 17:54:00,1369.6799999999998
2020-06-06 17:54:15,1493.6399999999999
2020-06-06 17:54:30,1620.42
2020-06-06 17:54:45,1825.0685946281073
2020-06-06 17:55:00,1875.4999999999998
2020-06-06 17:55:15,1840.72
2020-06-06 17:55:30,1834.6099266014678
2020-06-06 17:55:45,1760.42
2020-06-06 17:56:00,1803.8799999999999
2020-06-06 17:56:15,1793.2504950099
2020-06-06 17:56:30,1865.12
2020-06-06 17:56:45,1851.0888010239796
2020-06-06 17:57:00,1817.92
2020-06-06 17:57:15,1801.02
2020-06-06 17:57:30,1794.3
2020-06-06 17:57:45,1768.1399999999999
2020-06-06 17:58:00,1815.28
2020-06-06 17:58:15,1936.66
2020-06-06 17:58:30,1662.44
2020-06-06 17:58:45,1527.7999999999997
2020-06-06 17:59:00,1467.7599999999998

