Time,0,1,2,3
2020-06-07 18:54:15,776.0799999999997,391.1478229564591,580.5683886322274,
2020-06-07 18:54:30,942.26,388.8,568.64,
2020-06-07 18:54:45,961.4495517910358,403.87192256154884,569.86,
2020-06-07 18:55:00,969.98,403.7080741614832,562.9112582251645,
2020-06-07 18:55:15,958.9,394.2921141577169,565.26,
2020-06-07 18:55:30,955.22,389.3077861557232,548.66,
2020-06-07 18:55:45,944.28,387.92,545.78,
2020-06-07 18:56:00,940.1494045880918,390.26,551.2199999999998,
2020-06-07 18:56:15,938.54,389.4,553.5910718214365,
2020-06-07 18:56:30,932.02,383.87232255354894,565.8199999999998,
2020-06-07 18:56:45,931.72,383.39233215335685,564.0287194256115,
2020-06-07 18:57:00,930.22,386.3477269545391,557.78,
2020-06-07 18:57:15,934.4,392.72,552.16,
2020-06-07 18:57:30,930.98,462.76000000000016,574.8706814299483,
2020-06-07 18:57:45,935.86,569.98,625.4279529684658,
2020-06-07 18:58:00,941.44,791.3399999999997,771.6599999999999,
2020-06-07 18:58:15,944.8,902.42,851.8341689166216,
2020-06-07 18:58:30,946.62,945.507700154003,922.1586141782684,
2020-06-07 18:58:45,950.12,943.74,917.6,
2020-06-07 18:59:00,943.18,948.24,918.4471233424667,
2020-06-07 18:59:15,943.36,950.1720045599087,916.0,
2020-06-07 18:59:30,944.4,944.9720113597728,944.4686894262114,
2020-06-07 18:59:45,940.86,936.4521349573007,952.7,
2020-06-07 19:00:00,935.72,909.7677337546753,952.52,
2020-06-07 19:00:15,928.74,895.12,943.5,
2020-06-07 19:00:30,928.7,897.667542150843,928.66,
2020-06-07 19:00:45,896.36,880.252979340413,929.6,
2020-06-07 19:01:00,802.24,813.1655533110663,937.78,
2020-06-07 19:01:15,719.18,778.515115697686,951.2118569628607,
2020-06-07 19:01:30,730.24,791.6653389067781,964.82,
2020-06-07 19:01:45,869.54,934.4516805663884,969.24,
2020-06-07 19:02:00,932.66,1008.4599999999997,975.0085373707474,
2020-06-07 19:02:15,967.84,1015.12,966.36,
2020-06-07 19:02:30,981.1,1024.3501421971562,975.58,
2020-06-07 19:02:45,981.16,1030.049974200516,972.32,
2020-06-07 19:03:00,997.78,1017.06,766.38,
2020-06-07 19:03:15,989.94,1007.930055801116,648.3,
2020-06-07 19:03:30,995.9,1014.14,420.0,
2020-06-07 19:03:45,929.36,998.8499089981799,401.97196056078883,
2020-06-07 19:04:00,735.5999999999997,1013.390144597108,406.22,
2020-06-07 19:04:15,634.42,1004.829673793476,410.26,
2020-06-07 19:04:30,492.94,1021.910184596308,420.4484089681794,
2020-06-07 19:04:45,489.58,1022.9199999999997,441.0799999999999,
2020-06-07 19:05:00,486.74,1008.7301149977001,668.36,
2020-06-07 19:05:15,486.46,1001.2697869957401,788.8399999999997,
2020-06-07 19:05:30,491.64,993.32,1006.0116737665248,
2020-06-07 19:05:45,551.7199999999998,1009.36,1009.9482157643151,
2020-06-07 19:06:00,780.24,1013.030001799964,993.62,
2020-06-07 19:06:15,891.28,1010.08,988.22,
2020-06-07 19:06:30,1043.24,1003.56,964.22,
2020-06-07 19:06:45,1055.78,997.4603696147847,954.52,
2020-06-07 19:07:00,1051.52,992.98,954.0,
2020-06-07 19:07:15,1061.36,990.12,946.0,
2020-06-07 19:07:30,1059.4399999999996,902.16,889.6800000000003,
2020-06-07 19:07:45,1047.72,799.7162243198866,805.8,
2020-06-07 19:08:00,1034.46,600.4701477970441,642.8978336433272,
2020-06-07 19:08:15,1013.76,484.58962539250786,563.14,
2020-06-07 19:08:30,1009.46,478.72,533.52,
2020-06-07 19:08:45,1002.04,480.7496149922998,532.04,
2020-06-07 19:09:00,1006.4,483.16,532.58,
2020-06-07 19:09:15,1010.34,483.1496629932599,532.9493410131797,
2020-06-07 19:09:30,1024.16,471.6,543.02,
2020-06-07 19:09:45,1035.84,476.6,538.42,
2020-06-07 19:10:00,1024.44,476.65046699066016,540.6308126162523,
2020-06-07 19:10:15,1015.9,483.25033499330016,539.9,
2020-06-07 19:10:30,1000.16,478.94,542.68,
2020-06-07 19:10:45,998.96,471.24,545.12,
2020-06-07 19:11:00,995.8,474.6,538.9492210155797,
2020-06-07 19:11:15,825.94,304.20608412168235,536.08,
2020-06-07 19:11:30,811.64,276.93999999999994,538.16,
2020-06-07 19:11:45,820.0799999999997,283.1445272905458,539.04,
2020-06-07 19:12:00,927.3,554.8343365132697,671.5492710145797,
2020-06-07 19:12:15,1034.94,738.76,774.1154823096463,
2020-06-07 19:12:30,1050.56,905.1327577448453,998.7506929861404,
2020-06-07 19:12:45,1036.68,905.7673115613063,1065.8200000000004,
2020-06-07 19:13:00,1041.76,899.6799999999997,1085.82,
2020-06-07 19:13:15,1046.06,910.86,1070.6799999999996,
2020-06-07 19:13:30,1041.0492202155956,902.4023273946202,1052.1895822083557,
2020-06-07 19:13:45,1038.0708150163002,889.3,1050.7695994080118,
2020-06-07 19:14:00,1030.84,873.6328457430852,1047.88,
2020-06-07 19:14:15,1024.82,866.6999999999997,1041.5,
2020-06-07 19:14:30,1023.3,871.2073053461069,1035.2701430028599,
2020-06-07 19:14:45,1015.88,871.1799999999997,975.1,
2020-06-07 19:15:00,1032.68,873.6472249444989,776.3599999999999,
2020-06-07 19:15:15,1035.9,865.38,678.0,
2020-06-07 19:15:30,1039.66,868.9528229435413,526.5494690106199,
2020-06-07 19:15:45,934.22,854.3499130017401,527.3399999999998,
2020-06-07 19:16:00,707.42,862.46,523.92,
2020-06-07 19:16:15,595.5799999999998,867.54,524.14,
2020-06-07 19:16:30,478.54,871.570357807156,520.9495810083798,
2020-06-07 19:16:45,471.76,863.1270949418988,607.94,
2020-06-07 19:17:00,463.8,843.3399999999997,835.3744923710678,
2020-06-07 19:17:15,456.0,843.2731585368292,953.7,
2020-06-07 19:17:30,454.7,851.7868669373387,1094.48,
2020-06-07 19:17:45,567.28,862.6827463450733,1101.66,
2020-06-07 19:18:00,794.22,857.76,1090.94,
2020-06-07 19:18:15,922.46,853.0330173396533,1089.1799999999996,
2020-06-07 19:18:30,1043.56,849.162912339665,1065.62,
2020-06-07 19:18:45,1046.24,853.7271325426509,1065.00973300534,
2020-06-07 19:19:00,1038.68,871.5927849443011,1042.26,
2020-06-07 19:19:15,1024.76,869.5799999999997,1035.759614814304,
2020-06-07 19:19:30,1018.52,875.3599999999999,1046.3704526090523,
2020-06-07 19:19:45,1020.66,867.0799999999997,1039.5207904158085,
2020-06-07 19:20:00,1022.8,862.8427431451372,1050.2903986079725,
